Date;Google trends;Cours;Nombre utilisateurs;Volume transaction;Recherches Youtube;Revenus des mineurs;News du bitcoin;USA unemployment;Gold price
10/02/2014;41.57142857;59.7844523;74.73868767;12.95738122;49.71428571;49.87487655;35;6.7;1273.5
11/02/2014;42.85714286;58.8745583;58.3384571;14.76898009;49.42857143;54.80614365;35;6.7;1282.75
12/02/2014;44.14285714;57.81183746;58.60265155;10.81066285;49.14285714;54.61369819;35;6.7;1286.5
13/02/2014;45.42857143;54.12985866;62.68133346;8.682407193;48.85714286;55.92412278;35;6.7;1290.25
14/02/2014;46.71428571;58.50883392;71.27341724;15.43267125;48.57142857;62.93698335;35;6.7;1308.5
15/02/2014;48;57.58833922;61.39398597;7.923289624;48.28571429;57.44888972;35;6.7;1308.5
16/02/2014;47;54.43551237;52.93399942;10.60714378;48;58.92206624;28;6.7;1308.5
17/02/2014;46;55.34452297;55.0610049;10.80121682;50.14285714;52.21464408;28;6.7;1326.0
18/02/2014;45;55.18727915;78.29858776;12.63557204;52.28571429;51.42914374;28;6.7;1314.0
19/02/2014;44;55.03268551;68.68431165;9.240689217;54.42857143;58.37746441;28;6.7;1318.75
20/02/2014;43;49.5680212;76.838313;10.61787791;56.57142857;48.8378214;28;6.7;1313.75
21/02/2014;42;50.54681979;79.43606494;11.88826202;58.71428571;46.62178872;28;6.7;1320.75
22/02/2014;41;52.94876325;63.66701893;8.698186362;60.85714286;48.53230092;28;6.7;1320.75
23/02/2014;46.14285714;53.74646643;68.21932943;8.661368301;63;55.86290179;100;6.7;1320.75
24/02/2014;51.28571429;48.3295053;80.32423864;17.86298529;62.28571429;48.59618638;100;6.7;1333.0
25/02/2014;56.42857143;47.21289753;100;28.55525071;61.57142857;44.03657677;100;6.7;1332.75
26/02/2014;61.57142857;51.64399293;80.18061293;14.31675125;60.85714286;51.92222336;100;6.7;1340.0
27/02/2014;66.71428571;51.35865724;78.87357095;15.96175645;60.14285714;52.1780374;100;6.7;1331.0
28/02/2014;71.85714286;48.62720848;70.04995677;13.34874754;59.42857143;53.25277107;100;6.7;1327.75
01/03/2014;77;50.05388693;72.74762225;9.232209255;58.71428571;41.47757451;100;6.7;1327.75
02/03/2014;74.42857143;49.0335689;67.03958113;7.626383629;58;40.87493165;98;6.7;1327.75
03/03/2014;71.85714286;58.69876325;89.87702949;14.4965479;56.14285714;46.41871001;98;6.7;1344.25
04/03/2014;69.28571429;59.03533569;96.74032088;20.68938867;54.28571429;46.25232943;98;6.7;1339.5
05/03/2014;66.71428571;58.76413428;86.51359401;13.64339937;52.42857143;52.47503589;98;6.7;1333.5
06/03/2014;64.14285714;58.53091873;82.40945336;13.2267005;50.57142857;52.17800946;98;6.7;1334.25
07/03/2014;61.57142857;55.59540636;74.33807282;100;48.71428571;50.84675533;98;6.7;1348.25
08/03/2014;59;54.73498233;74.16370449;49.90468094;46.85714286;52.20837129;98;6.7;1348.25
09/03/2014;55.28571429;56.48674912;74.62820636;16.43695632;45;51.26514564;29;6.7;1348.25
10/03/2014;51.57142857;55.40106007;79.20549524;57.88368069;44.14285714;50.30765186;29;6.7;1334.25
11/03/2014;47.85714286;55.97084806;73.03151119;36.03811904;43.28571429;51.30635099;29;6.7;1348.0
12/03/2014;44.14285714;55.86042403;79.47929676;32.10964268;42.42857143;52.91289078;29;6.7;1355.75
13/03/2014;40.42857143;56.34187279;79.68248631;38.84294682;41.57142857;53.23118253;29;6.7;1371.0
14/03/2014;36.71428571;55.52826855;66.87385916;23.75623653;40.71428571;43.39444372;29;6.7;1370.0
15/03/2014;33;56.20229682;61.59045057;19.98190226;39.85714286;54.53545529;29;6.7;1370.0
16/03/2014;32.28571429;55.76413428;58.60073014;6.306407845;39;49.13410975;19;6.7;1370.0
17/03/2014;31.57142857;55.08215548;67.59631088;8.205704545;39.28571429;54.49427887;19;6.7;1379.0
18/03/2014;30.85714286;54.3295053;67.49831876;9.489613657;39.57142857;44.53763728;19;6.7;1362.5
19/03/2014;30.14285714;54.03975265;62.7274474;12.89308379;39.85714286;46.21320642;19;6.7;1346.0
20/03/2014;29.42857143;52.07067138;67.74233836;14.91678904;40.14285714;48.28518533;19;6.7;1327.0
21/03/2014;28.71428571;51.54946996;74.59169949;10.76010511;40.42857143;51.45547321;19;6.7;1338.5
22/03/2014;28;49.88074205;65.99481218;8.014207693;40.71428571;48.04439645;19;6.7;1338.5
23/03/2014;28.14285714;49.93109541;63.29522529;4.1995131;41;56.95298051;20;6.7;1338.5
24/03/2014;28.28571429;49.88780919;74.73772697;8.633781591;39.14285714;55.74303555;20;6.7;1322.0
25/03/2014;28.42857143;51.12014134;69.85877606;9.526968424;37.28571429;42.94600717;20;6.7;1314.75
26/03/2014;28.57142857;51.37102473;70.35450091;8.592562537;35.42857143;45.38095528;20;6.7;1314.5
27/03/2014;28.71428571;48.04063604;76.37573254;17.25167667;33.57142857;42.57280239;20;6.7;1295.0
28/03/2014;28.85714286;44.43551237;78.50177731;18.31961512;31.71428571;45.08706271;20;6.7;1295.75
29/03/2014;29;44.17579505;60.97655875;7.924685061;29.85714286;41.85261188;20;6.7;1295.75
30/03/2014;28.28571429;41.61572438;72.12748583;10.34190346;28;32.77264621;15;6.7;1295.75
31/03/2014;27.57142857;40.46731449;65.97271592;13.09896437;29.14285714;37.60595824;15;6.7;1294.0
01/04/2014;26.85714286;42.12632509;75.42511288;13.22423165;30.28571429;42.04447716;15;6.3;1286.5
02/04/2014;26.14285714;41.25795053;73.35863195;12.89222506;31.42857143;40.33164848;15;6.3;1284.0
03/04/2014;25.42857143;38.42137809;65.9160342;16.31297713;32.57142857;45.46524761;15;6.3;1287.25
04/04/2014;24.71428571;39.28180212;69.39571525;14.00546152;33.71428571;43.90944798;15;6.3;1293.5
05/04/2014;24;40.02208481;65.08646364;12.5670883;34.85714286;39.61831152;15;6.3;1293.5
06/04/2014;23.85714286;40.68816254;78.73186665;8.03739341;36;31.9690232;13;6.3;1293.5
07/04/2014;23.71428571;40.12985866;64.54030166;8.822809594;35.57142857;32.04926186;13;6.3;1299.0
08/04/2014;23.57142857;39.94699647;71.46315688;11.57343003;35.14285714;34.73839858;13;6.3;1314.75
09/04/2014;23.42857143;39.68109541;69.59121914;9.497664254;34.71428571;31.50066069;13;6.3;1309.75
10/04/2014;23.28571429;36.06448763;79.6402152;23.96737684;34.28571429;34.44746554;13;6.3;1321.5
11/04/2014;23.14285714;35.6024735;70.51638006;21.78373307;33.85714286;31.27118256;13;6.3;1317.25
12/04/2014;23;37.52561837;59.82467096;7.276665722;33.42857143;33.29352403;13;6.3;1317.25
13/04/2014;22.85714286;36.69699647;72.05735421;5.539132339;33;39.44466526;12;6.3;1317.25
14/04/2014;22.71428571;39.3630742;70.43616101;11.03908511;32.57142857;40.41413186;12;6.3;1324.5
15/04/2014;22.57142857;43.00795053;79.93130944;13.22272887;32.14285714;46.82407267;12;6.3;1311.5
16/04/2014;22.42857143;45.53798587;68.62811029;18.08346429;31.71428571;37.38285432;12;6.3;1299.0
17/04/2014;22.28571429;44.59628975;67.73561341;14.32093756;31.28571429;42.22257006;12;6.3;1299.25
18/04/2014;22.14285714;42.88162544;59.45383802;7.897635057;30.85714286;36.69249177;12;6.3;1299.25
20/04/2014;22;44.31978799;71.69756941;6.048037372;30.42857143;39.93459109;10;6.3;1299.25
21/04/2014;21.57142857;44.12985866;59.67191853;5.038814609;30;41.63895504;10;6.3;1299.25
22/04/2014;21.14285714;43.58127208;72.46421366;14.75813862;29.28571429;43.03938018;10;6.3;1290.75
23/04/2014;20.71428571;43.16519435;64.42789893;8.987256443;28.57142857;37.25994783;10;6.3;1283.5
24/04/2014;20.28571429;43.17844523;62.35469305;12.74183992;27.85714286;41.79431487;10;6.3;1283.5
25/04/2014;19.85714286;41.23674912;75.82524738;8.103945007;27.14285714;35.43853396;10;6.3;1294.25
26/04/2014;19;40.33568905;63.3850514;13.38535092;26.42857143;36.91255389;10;6.3;1294.25
